filename,path,noise_fn,croissant_count,slipper_count,object_count,lines,artifacts,channel_state
2465.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2465.png,none,1.0,1.0,0.0,False,False,normal
2466.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2466.png,none,2.0,1.0,1.0,True,True,darken_channel
2467.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2467.png,none,2.0,2.0,0.0,False,True,lighten_channel
2468.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2468.png,random,2.0,2.0,1.0,True,False,darken_channel
2469.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2469.png,gaussian,1.0,1.0,0.0,False,False,darken_channel
2470.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2470.png,gaussian,2.0,1.0,1.0,True,False,darken_channel
2471.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2471.png,salt_pepper,1.0,1.0,0.0,True,False,lighten_channel
2472.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2472.png,random,1.0,2.0,0.0,True,True,lighten_channel
2473.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2473.png,salt_pepper,2.0,1.0,1.0,True,False,darken_channel
2474.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2474.png,salt_pepper,1.0,2.0,1.0,False,True,darken_channel
2475.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2475.png,gaussian,1.0,2.0,0.0,True,False,lighten_channel
2476.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2476.png,random,1.0,1.0,1.0,True,False,lighten_channel
2477.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2477.png,random,1.0,2.0,0.0,True,False,normal
2478.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2478.png,none,1.0,2.0,1.0,True,True,normal
2479.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2479.png,none,1.0,2.0,0.0,False,False,normal
2480.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2480.png,none,1.0,1.0,0.0,False,True,normal
2481.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2481.png,salt_pepper,1.0,1.0,1.0,True,False,lighten_channel
2482.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2482.png,random,2.0,1.0,0.0,False,True,lighten_channel
2483.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2483.png,gaussian,2.0,1.0,0.0,False,True,normal
2484.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2484.png,random,1.0,2.0,1.0,False,True,lighten_channel
2485.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2485.png,salt_pepper,2.0,2.0,0.0,False,True,lighten_channel
2486.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2486.png,random,1.0,1.0,1.0,True,True,normal
2487.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2487.png,salt_pepper,2.0,2.0,1.0,True,True,lighten_channel
2488.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2488.png,none,1.0,2.0,0.0,False,False,normal
2489.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2489.png,gaussian,2.0,2.0,0.0,True,False,normal
2490.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2490.png,random,2.0,2.0,0.0,True,True,lighten_channel
2491.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2491.png,none,2.0,1.0,1.0,True,True,normal
2492.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2492.png,none,2.0,2.0,0.0,True,True,lighten_channel
2493.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2493.png,random,2.0,1.0,1.0,True,False,darken_channel
2494.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2494.png,none,1.0,1.0,0.0,False,False,normal
2495.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2495.png,random,2.0,2.0,0.0,True,True,normal
2496.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2496.png,random,2.0,1.0,0.0,True,True,lighten_channel
2497.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2497.png,none,2.0,1.0,1.0,True,False,darken_channel
2498.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2498.png,salt_pepper,2.0,2.0,0.0,False,True,lighten_channel
2499.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2499.png,none,2.0,2.0,0.0,True,False,lighten_channel
2500.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2500.png,salt_pepper,2.0,1.0,1.0,False,True,normal
2501.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2501.png,random,2.0,1.0,0.0,True,False,normal
2502.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2502.png,random,2.0,1.0,0.0,False,True,normal
2503.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2503.png,none,1.0,1.0,0.0,False,True,normal
2504.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2504.png,none,2.0,1.0,0.0,True,False,normal
2505.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2505.png,gaussian,2.0,1.0,0.0,False,True,lighten_channel
2506.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2506.png,salt_pepper,2.0,1.0,0.0,False,False,normal
2507.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2507.png,none,2.0,1.0,1.0,False,False,lighten_channel
2508.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2508.png,salt_pepper,2.0,2.0,0.0,True,True,lighten_channel
2509.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2509.png,none,2.0,2.0,0.0,False,True,normal
2510.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2510.png,salt_pepper,2.0,1.0,0.0,False,True,lighten_channel
2511.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2511.png,gaussian,2.0,1.0,1.0,False,True,lighten_channel
2512.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2512.png,none,1.0,2.0,1.0,True,True,normal
2513.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2513.png,gaussian,2.0,2.0,0.0,False,True,normal
2514.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2514.png,random,1.0,2.0,0.0,True,False,darken_channel
2515.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2515.png,random,1.0,1.0,0.0,False,True,darken_channel
2516.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2516.png,random,2.0,1.0,1.0,False,True,normal
2517.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2517.png,gaussian,1.0,2.0,0.0,False,False,darken_channel
2518.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2518.png,gaussian,2.0,2.0,0.0,True,True,lighten_channel
2519.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2519.png,gaussian,1.0,2.0,0.0,True,True,darken_channel
2520.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2520.png,none,1.0,1.0,2.0,True,False,darken_channel
2521.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2521.png,none,2.0,2.0,0.0,False,True,lighten_channel
2522.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2522.png,salt_pepper,1.0,2.0,0.0,True,False,lighten_channel
2523.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2523.png,salt_pepper,1.0,1.0,0.0,True,False,normal
2524.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2524.png,random,2.0,1.0,0.0,False,False,lighten_channel
2525.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2525.png,gaussian,2.0,1.0,1.0,True,False,normal
2526.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2526.png,none,2.0,2.0,0.0,True,True,lighten_channel
2527.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2527.png,gaussian,2.0,1.0,1.0,True,False,lighten_channel
2528.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2528.png,gaussian,1.0,2.0,2.0,False,True,lighten_channel
2529.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2529.png,none,1.0,1.0,1.0,False,True,lighten_channel
2530.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2530.png,salt_pepper,1.0,1.0,0.0,False,False,darken_channel
2531.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2531.png,gaussian,2.0,1.0,0.0,False,True,normal
2532.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2532.png,gaussian,1.0,1.0,0.0,False,False,normal
2533.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2533.png,salt_pepper,1.0,2.0,0.0,False,False,normal
2534.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2534.png,none,2.0,1.0,1.0,True,True,lighten_channel
2535.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2535.png,salt_pepper,2.0,1.0,0.0,True,True,darken_channel
2536.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2536.png,none,1.0,1.0,1.0,False,False,normal
2537.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2537.png,random,1.0,1.0,0.0,True,True,lighten_channel
2538.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2538.png,gaussian,1.0,2.0,0.0,False,True,normal
2539.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2539.png,gaussian,1.0,2.0,0.0,True,True,normal
2540.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2540.png,gaussian,1.0,1.0,0.0,False,False,normal
2541.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2541.png,random,1.0,2.0,1.0,False,False,normal
2542.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2542.png,salt_pepper,2.0,2.0,0.0,True,False,normal
2543.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2543.png,random,2.0,2.0,0.0,False,True,darken_channel
2544.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2544.png,none,2.0,1.0,0.0,False,False,darken_channel
2545.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2545.png,gaussian,1.0,1.0,0.0,True,False,darken_channel
2546.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2546.png,random,2.0,2.0,0.0,False,True,normal
2547.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2547.png,none,2.0,2.0,0.0,True,False,lighten_channel
2548.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2548.png,random,1.0,2.0,0.0,False,True,normal
2549.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2549.png,random,1.0,1.0,0.0,True,True,lighten_channel
2550.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2550.png,salt_pepper,1.0,2.0,0.0,True,True,normal
2551.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2551.png,gaussian,1.0,1.0,1.0,False,False,lighten_channel
2552.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2552.png,none,2.0,2.0,1.0,True,False,lighten_channel
2553.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2553.png,random,1.0,2.0,0.0,True,False,lighten_channel
2554.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2554.png,gaussian,2.0,2.0,1.0,False,False,lighten_channel
2555.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2555.png,salt_pepper,1.0,1.0,0.0,True,True,darken_channel
2556.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2556.png,gaussian,1.0,1.0,0.0,False,True,darken_channel
2557.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2557.png,random,2.0,1.0,0.0,False,True,darken_channel
2558.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2558.png,salt_pepper,2.0,2.0,0.0,False,False,darken_channel
2559.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2559.png,random,2.0,1.0,0.0,False,True,normal
2560.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2560.png,gaussian,1.0,1.0,0.0,True,False,lighten_channel
2561.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2561.png,gaussian,1.0,2.0,0.0,True,False,darken_channel
2562.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2562.png,gaussian,1.0,1.0,0.0,True,True,normal
2563.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2563.png,none,2.0,1.0,0.0,False,False,darken_channel
2564.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2564.png,none,2.0,2.0,0.0,True,True,lighten_channel
2565.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2565.png,random,2.0,1.0,1.0,False,False,normal
2566.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2566.png,none,2.0,1.0,0.0,False,False,normal
2567.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2567.png,salt_pepper,1.0,1.0,1.0,True,False,normal
2568.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2568.png,salt_pepper,2.0,1.0,2.0,True,True,normal
2569.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2569.png,random,1.0,1.0,0.0,False,True,darken_channel
2570.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2570.png,salt_pepper,2.0,2.0,0.0,True,False,darken_channel
2571.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2571.png,salt_pepper,2.0,1.0,1.0,False,True,normal
2572.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2572.png,gaussian,2.0,2.0,1.0,False,False,lighten_channel
2573.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2573.png,salt_pepper,1.0,1.0,2.0,False,False,lighten_channel
2574.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2574.png,gaussian,1.0,2.0,0.0,False,True,darken_channel
2575.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2575.png,random,2.0,2.0,1.0,False,True,normal
2576.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2576.png,salt_pepper,1.0,2.0,1.0,False,False,normal
2577.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2577.png,salt_pepper,2.0,2.0,0.0,False,True,darken_channel
2578.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2578.png,random,1.0,1.0,0.0,False,True,normal
2579.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2579.png,salt_pepper,1.0,1.0,0.0,True,True,normal
2580.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2580.png,none,2.0,1.0,2.0,True,True,darken_channel
2581.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2581.png,none,2.0,1.0,1.0,True,True,darken_channel
2582.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2582.png,random,1.0,2.0,1.0,False,True,darken_channel
2583.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2583.png,salt_pepper,2.0,2.0,0.0,False,False,darken_channel
2584.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2584.png,random,2.0,2.0,1.0,True,False,lighten_channel
2585.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2585.png,random,1.0,2.0,1.0,True,True,normal
2586.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2586.png,none,1.0,1.0,0.0,False,False,darken_channel
2587.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2587.png,none,2.0,2.0,1.0,True,True,normal
2588.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2588.png,none,2.0,1.0,0.0,True,False,lighten_channel
2589.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2589.png,gaussian,1.0,1.0,0.0,False,False,normal
2590.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2590.png,gaussian,1.0,1.0,0.0,False,True,lighten_channel
2591.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2591.png,random,2.0,1.0,1.0,False,False,darken_channel
2592.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2592.png,none,2.0,2.0,1.0,False,True,darken_channel
2593.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2593.png,salt_pepper,2.0,2.0,0.0,True,False,lighten_channel
2594.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2594.png,random,2.0,1.0,1.0,True,True,normal
2595.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2595.png,salt_pepper,2.0,2.0,0.0,True,True,darken_channel
2596.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2596.png,salt_pepper,2.0,2.0,1.0,False,True,darken_channel
2597.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2597.png,salt_pepper,1.0,2.0,1.0,True,False,normal
2598.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2598.png,gaussian,2.0,2.0,1.0,True,False,darken_channel
2599.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2599.png,gaussian,2.0,1.0,0.0,True,True,darken_channel
2600.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2600.png,none,1.0,1.0,1.0,False,False,normal
2601.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2601.png,none,1.0,2.0,1.0,False,True,lighten_channel
2602.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2602.png,salt_pepper,1.0,2.0,0.0,True,False,darken_channel
2603.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2603.png,salt_pepper,1.0,1.0,0.0,False,False,lighten_channel
2604.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2604.png,none,1.0,2.0,0.0,True,True,normal
2605.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2605.png,random,1.0,2.0,1.0,False,False,normal
2606.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2606.png,gaussian,1.0,1.0,1.0,False,False,normal
2607.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2607.png,none,1.0,2.0,1.0,True,True,darken_channel
2608.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2608.png,gaussian,1.0,2.0,0.0,False,True,normal
2609.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2609.png,none,2.0,2.0,0.0,True,True,normal
2610.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2610.png,salt_pepper,2.0,1.0,0.0,False,True,lighten_channel
2611.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2611.png,salt_pepper,1.0,1.0,1.0,False,False,lighten_channel
2612.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2612.png,none,2.0,2.0,0.0,False,False,darken_channel
2613.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2613.png,none,1.0,2.0,1.0,True,True,darken_channel
2614.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2614.png,gaussian,2.0,2.0,1.0,False,True,lighten_channel
2615.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2615.png,gaussian,1.0,1.0,0.0,False,False,lighten_channel
2616.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2616.png,gaussian,2.0,1.0,0.0,False,False,normal
2617.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2617.png,none,2.0,2.0,1.0,True,False,normal
2618.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2618.png,gaussian,1.0,1.0,0.0,True,True,lighten_channel
2619.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2619.png,salt_pepper,2.0,1.0,0.0,False,True,normal
2620.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2620.png,salt_pepper,2.0,1.0,1.0,False,False,darken_channel
2621.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2621.png,none,1.0,1.0,1.0,True,True,darken_channel
2622.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2622.png,none,2.0,1.0,0.0,False,True,normal
2623.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2623.png,none,2.0,2.0,1.0,False,False,normal
2624.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2624.png,gaussian,1.0,1.0,0.0,True,False,normal
2625.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2625.png,random,0.0,1.0,0.0,False,True,darken_channel
2626.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2626.png,random,2.0,2.0,1.0,False,True,lighten_channel
2627.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2627.png,none,2.0,2.0,0.0,True,True,darken_channel
2628.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2628.png,salt_pepper,1.0,1.0,1.0,False,False,normal
2629.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2629.png,gaussian,2.0,2.0,2.0,False,True,lighten_channel
2630.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2630.png,salt_pepper,1.0,2.0,1.0,False,True,normal
2631.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2631.png,gaussian,1.0,1.0,0.0,False,True,lighten_channel
2632.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2632.png,salt_pepper,1.0,2.0,1.0,True,True,lighten_channel
2633.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2633.png,none,2.0,2.0,0.0,False,False,lighten_channel
2634.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2634.png,gaussian,1.0,1.0,1.0,True,False,lighten_channel
2635.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2635.png,salt_pepper,1.0,2.0,0.0,False,True,darken_channel
2636.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2636.png,random,1.0,2.0,2.0,False,False,darken_channel
2637.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2637.png,gaussian,1.0,1.0,1.0,True,True,normal
2638.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2638.png,random,1.0,1.0,0.0,True,False,darken_channel
2639.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2639.png,none,1.0,1.0,1.0,False,True,lighten_channel
2640.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2640.png,none,1.0,2.0,0.0,True,True,lighten_channel
2641.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2641.png,none,1.0,1.0,0.0,True,True,darken_channel
2642.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2642.png,random,2.0,2.0,1.0,True,False,darken_channel
2643.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2643.png,salt_pepper,1.0,1.0,1.0,True,True,lighten_channel
2644.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2644.png,gaussian,1.0,1.0,0.0,False,True,darken_channel
2645.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2645.png,none,2.0,2.0,0.0,False,True,lighten_channel
2646.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2646.png,none,2.0,1.0,0.0,False,True,normal
2647.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2647.png,salt_pepper,2.0,2.0,1.0,False,True,normal
2648.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2648.png,salt_pepper,1.0,1.0,1.0,True,False,darken_channel
2649.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2649.png,gaussian,1.0,1.0,0.0,True,False,normal
2650.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2650.png,none,1.0,1.0,0.0,True,True,lighten_channel
2651.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2651.png,salt_pepper,1.0,1.0,2.0,False,True,normal
2652.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2652.png,salt_pepper,2.0,2.0,1.0,False,False,normal
2653.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2653.png,random,1.0,1.0,0.0,False,False,lighten_channel
2654.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2654.png,gaussian,1.0,1.0,1.0,False,False,darken_channel
2655.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2655.png,none,2.0,1.0,0.0,True,False,lighten_channel
2656.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2656.png,salt_pepper,1.0,2.0,2.0,True,False,darken_channel
2657.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2657.png,random,1.0,2.0,0.0,True,False,darken_channel
2658.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2658.png,gaussian,2.0,1.0,0.0,True,True,lighten_channel
2659.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2659.png,gaussian,2.0,2.0,0.0,False,False,lighten_channel
2660.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2660.png,salt_pepper,1.0,1.0,2.0,True,False,lighten_channel
2661.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2661.png,none,1.0,2.0,1.0,True,True,lighten_channel
2662.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2662.png,gaussian,2.0,2.0,0.0,True,False,normal
2663.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2663.png,none,2.0,1.0,0.0,True,True,darken_channel
2664.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2664.png,none,1.0,1.0,0.0,False,True,lighten_channel
2665.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2665.png,salt_pepper,2.0,1.0,1.0,True,False,lighten_channel
2666.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2666.png,salt_pepper,2.0,2.0,0.0,False,True,normal
2667.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2667.png,none,1.0,2.0,0.0,True,False,darken_channel
2668.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2668.png,gaussian,2.0,1.0,0.0,True,False,normal
2669.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2669.png,salt_pepper,2.0,1.0,0.0,False,True,lighten_channel
2670.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2670.png,salt_pepper,1.0,1.0,0.0,False,True,normal
2671.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2671.png,random,2.0,2.0,1.0,True,False,normal
2672.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2672.png,none,2.0,2.0,1.0,False,True,darken_channel
2673.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2673.png,salt_pepper,1.0,2.0,1.0,True,True,lighten_channel
2674.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2674.png,none,1.0,1.0,0.0,False,False,normal
2675.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2675.png,salt_pepper,1.0,2.0,0.0,False,False,darken_channel
2676.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2676.png,salt_pepper,2.0,1.0,0.0,True,False,darken_channel
2677.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2677.png,random,2.0,1.0,1.0,False,True,normal
2678.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2678.png,random,1.0,1.0,0.0,False,False,darken_channel
2679.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2679.png,random,2.0,2.0,0.0,True,True,lighten_channel
2680.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2680.png,none,1.0,1.0,0.0,False,True,normal
2681.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2681.png,gaussian,2.0,2.0,1.0,False,True,normal
2682.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2682.png,salt_pepper,2.0,2.0,1.0,True,True,darken_channel
2683.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2683.png,none,2.0,2.0,0.0,False,False,normal
2684.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2684.png,salt_pepper,1.0,1.0,1.0,False,False,darken_channel
2685.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2685.png,salt_pepper,1.0,2.0,0.0,True,False,normal
2686.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2686.png,random,1.0,1.0,1.0,False,False,darken_channel
2687.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2687.png,random,2.0,1.0,1.0,False,False,lighten_channel
2688.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/2688.png,gaussian,2.0,2.0,0.0,True,True,normal
