filename,path,noise_fn,croissant_count,slipper_count,object_count,lines,artifacts
2122.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2122.png,none,4.0,4.0,4.0,False,False
2123.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2123.png,gaussian,4.0,4.0,2.0,True,False
2124.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2124.png,random,3.0,3.0,3.0,True,True
2125.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2125.png,gaussian,3.0,3.0,3.0,False,True
2126.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2126.png,random,4.0,3.0,4.0,False,False
2127.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2127.png,gaussian,3.0,3.0,4.0,False,False
2128.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2128.png,salt_pepper,3.0,4.0,4.0,True,True
2129.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2129.png,none,4.0,1.0,3.0,True,False
2130.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2130.png,gaussian,3.0,4.0,3.0,False,False
2131.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2131.png,salt_pepper,4.0,3.0,3.0,True,True
2132.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2132.png,salt_pepper,4.0,4.0,3.0,True,False
2133.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2133.png,none,4.0,3.0,4.0,False,False
2134.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2134.png,gaussian,3.0,4.0,2.0,True,True
2135.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2135.png,gaussian,3.0,3.0,3.0,False,True
2136.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2136.png,random,4.0,4.0,3.0,False,True
2137.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2137.png,gaussian,3.0,3.0,4.0,False,True
2138.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2138.png,none,3.0,4.0,3.0,False,True
2139.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2139.png,random,3.0,3.0,3.0,False,True
2140.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2140.png,salt_pepper,4.0,3.0,3.0,False,True
2141.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2141.png,random,4.0,3.0,2.0,False,True
2142.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2142.png,random,3.0,3.0,3.0,False,False
2143.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2143.png,gaussian,3.0,3.0,3.0,False,True
2144.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2144.png,none,3.0,3.0,3.0,True,True
2145.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2145.png,random,3.0,3.0,4.0,True,False
2146.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2146.png,none,2.0,4.0,3.0,False,True
2147.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2147.png,gaussian,3.0,4.0,4.0,True,True
2148.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2148.png,random,4.0,4.0,2.0,True,False
2149.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2149.png,gaussian,4.0,4.0,3.0,False,True
2150.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2150.png,gaussian,3.0,3.0,3.0,False,False
2151.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2151.png,random,4.0,4.0,3.0,False,False
2152.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2152.png,gaussian,3.0,4.0,3.0,True,True
2153.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2153.png,random,3.0,3.0,3.0,False,False
2154.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2154.png,gaussian,4.0,3.0,3.0,True,False
2155.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2155.png,none,4.0,3.0,3.0,False,True
2156.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2156.png,none,3.0,4.0,3.0,True,True
2157.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2157.png,none,4.0,4.0,4.0,False,True
2158.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2158.png,salt_pepper,3.0,3.0,4.0,False,True
2159.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2159.png,random,4.0,3.0,4.0,True,False
2160.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2160.png,salt_pepper,3.0,3.0,4.0,True,True
2161.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2161.png,salt_pepper,4.0,4.0,3.0,True,False
2162.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2162.png,salt_pepper,3.0,4.0,3.0,True,False
2163.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2163.png,salt_pepper,3.0,4.0,4.0,False,True
2164.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2164.png,random,4.0,4.0,3.0,False,True
2165.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2165.png,salt_pepper,3.0,4.0,4.0,True,True
2166.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2166.png,none,4.0,4.0,3.0,False,True
2167.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2167.png,salt_pepper,4.0,4.0,3.0,True,False
2168.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2168.png,gaussian,4.0,3.0,4.0,True,False
2169.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2169.png,random,4.0,3.0,3.0,False,False
2170.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2170.png,gaussian,3.0,4.0,3.0,True,False
2171.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2171.png,gaussian,2.0,4.0,4.0,False,False
2172.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2172.png,random,4.0,4.0,4.0,True,True
2173.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2173.png,random,4.0,3.0,3.0,True,False
2174.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2174.png,gaussian,3.0,4.0,3.0,True,False
2175.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2175.png,salt_pepper,3.0,3.0,3.0,True,False
2176.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2176.png,salt_pepper,3.0,3.0,3.0,True,False
2177.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2177.png,salt_pepper,4.0,3.0,3.0,True,True
2178.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2178.png,salt_pepper,3.0,4.0,4.0,True,True
2179.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2179.png,gaussian,4.0,4.0,3.0,False,True
2180.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2180.png,gaussian,4.0,3.0,3.0,True,True
2181.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2181.png,gaussian,4.0,3.0,3.0,True,False
2182.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2182.png,salt_pepper,4.0,4.0,3.0,True,True
2183.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2183.png,salt_pepper,3.0,4.0,4.0,False,False
2184.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2184.png,random,4.0,4.0,3.0,False,True
2185.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2185.png,gaussian,3.0,4.0,4.0,False,False
2186.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2186.png,random,3.0,3.0,3.0,False,True
2187.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2187.png,gaussian,3.0,4.0,4.0,False,True
2188.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2188.png,random,4.0,3.0,4.0,False,True
2189.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2189.png,none,4.0,3.0,3.0,True,False
2190.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2190.png,gaussian,3.0,3.0,4.0,False,False
2191.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2191.png,salt_pepper,3.0,4.0,3.0,False,False
2192.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2192.png,random,3.0,3.0,4.0,False,False
2193.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2193.png,none,3.0,4.0,3.0,False,True
2194.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2194.png,salt_pepper,4.0,3.0,4.0,True,False
2195.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2195.png,none,4.0,3.0,3.0,False,True
2196.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2196.png,gaussian,4.0,4.0,3.0,False,False
2197.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2197.png,salt_pepper,3.0,4.0,3.0,True,False
2198.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2198.png,none,3.0,3.0,4.0,True,True
2199.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2199.png,gaussian,3.0,4.0,2.0,False,False
2200.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2200.png,salt_pepper,3.0,4.0,3.0,False,False
2201.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2201.png,gaussian,4.0,4.0,3.0,False,False
2202.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2202.png,gaussian,4.0,3.0,4.0,False,True
2203.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2203.png,gaussian,3.0,3.0,4.0,False,False
2204.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2204.png,none,4.0,3.0,3.0,False,False
2205.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2205.png,random,3.0,3.0,3.0,False,True
2206.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2206.png,gaussian,3.0,3.0,3.0,False,False
2207.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2207.png,random,4.0,4.0,4.0,False,True
2208.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2208.png,salt_pepper,3.0,3.0,3.0,False,False
2209.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2209.png,salt_pepper,3.0,3.0,3.0,False,True
2210.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2210.png,none,3.0,4.0,4.0,True,True
2211.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2211.png,random,4.0,3.0,2.0,False,False
2212.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2212.png,random,3.0,3.0,4.0,True,True
2213.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2213.png,none,3.0,4.0,2.0,False,False
2214.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2214.png,salt_pepper,3.0,3.0,4.0,True,True
2215.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2215.png,salt_pepper,3.0,3.0,4.0,True,False
2216.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2216.png,none,3.0,4.0,4.0,True,False
2217.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2217.png,random,4.0,4.0,4.0,False,True
2218.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2218.png,salt_pepper,3.0,3.0,3.0,True,False
2219.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2219.png,salt_pepper,4.0,3.0,4.0,False,False
2220.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2220.png,random,3.0,3.0,3.0,True,True
2221.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2221.png,random,4.0,4.0,3.0,True,True
2222.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2222.png,none,4.0,3.0,3.0,False,False
2223.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2223.png,gaussian,3.0,3.0,4.0,True,True
2224.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2224.png,gaussian,4.0,3.0,3.0,True,True
2225.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2225.png,salt_pepper,3.0,3.0,3.0,False,True
2226.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2226.png,random,3.0,4.0,3.0,True,False
2227.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2227.png,none,3.0,4.0,3.0,True,False
2228.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2228.png,gaussian,4.0,3.0,3.0,False,False
2229.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2229.png,salt_pepper,3.0,4.0,4.0,False,False
2230.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2230.png,gaussian,2.0,4.0,2.0,False,False
2231.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2231.png,salt_pepper,4.0,3.0,4.0,False,True
2232.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2232.png,salt_pepper,4.0,3.0,3.0,True,False
2233.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2233.png,salt_pepper,4.0,4.0,3.0,True,True
2234.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2234.png,gaussian,3.0,3.0,3.0,True,False
2235.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2235.png,salt_pepper,3.0,3.0,4.0,False,True
2236.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2236.png,salt_pepper,3.0,4.0,4.0,False,False
2237.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2237.png,gaussian,4.0,4.0,3.0,False,True
2238.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2238.png,none,4.0,4.0,3.0,True,True
2239.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2239.png,gaussian,4.0,3.0,4.0,True,True
2240.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2240.png,salt_pepper,2.0,3.0,4.0,False,True
2241.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2241.png,random,3.0,4.0,4.0,False,True
2242.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2242.png,gaussian,3.0,3.0,4.0,True,True
2243.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2243.png,random,4.0,4.0,4.0,True,True
2244.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2244.png,random,2.0,4.0,4.0,False,True
2245.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2245.png,none,2.0,4.0,3.0,False,True
2246.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2246.png,none,3.0,3.0,3.0,True,False
2247.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2247.png,random,3.0,3.0,4.0,True,False
2248.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2248.png,gaussian,3.0,4.0,3.0,True,True
2249.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2249.png,salt_pepper,3.0,3.0,4.0,False,False
2250.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2250.png,none,4.0,4.0,4.0,False,True
2251.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2251.png,gaussian,4.0,4.0,3.0,False,True
2252.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2252.png,random,3.0,4.0,3.0,False,True
2253.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2253.png,random,4.0,3.0,4.0,True,False
2254.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2254.png,none,3.0,4.0,4.0,False,False
2255.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2255.png,none,3.0,3.0,3.0,False,False
2256.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2256.png,none,3.0,3.0,3.0,True,False
2257.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2257.png,salt_pepper,4.0,3.0,3.0,False,True
2258.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2258.png,none,4.0,4.0,3.0,True,True
2259.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2259.png,gaussian,2.0,4.0,4.0,False,True
2260.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2260.png,none,3.0,4.0,4.0,False,False
2261.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2261.png,random,3.0,3.0,4.0,True,True
2262.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2262.png,none,3.0,3.0,3.0,True,True
2263.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2263.png,none,4.0,4.0,3.0,True,False
2264.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2264.png,salt_pepper,3.0,4.0,3.0,True,False
2265.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2265.png,salt_pepper,3.0,3.0,3.0,True,False
2266.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2266.png,none,4.0,3.0,4.0,True,True
2267.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2267.png,gaussian,3.0,3.0,3.0,False,True
2268.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2268.png,gaussian,3.0,3.0,4.0,True,False
2269.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2269.png,salt_pepper,3.0,4.0,3.0,False,True
2270.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2270.png,gaussian,3.0,3.0,3.0,False,True
2271.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2271.png,random,3.0,4.0,3.0,False,False
2272.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2272.png,none,3.0,4.0,3.0,True,True
2273.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2273.png,salt_pepper,3.0,3.0,4.0,True,True
2274.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2274.png,random,3.0,4.0,4.0,False,False
2275.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2275.png,salt_pepper,4.0,4.0,4.0,False,True
2276.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2276.png,gaussian,3.0,4.0,3.0,False,True
2277.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2277.png,none,4.0,4.0,4.0,False,True
2278.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2278.png,random,4.0,3.0,2.0,False,True
2279.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2279.png,random,3.0,4.0,3.0,True,True
2280.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2280.png,salt_pepper,4.0,4.0,3.0,False,True
2281.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2281.png,salt_pepper,4.0,4.0,3.0,True,True
2282.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2282.png,none,4.0,3.0,3.0,True,True
2283.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2283.png,gaussian,3.0,3.0,4.0,False,False
2284.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2284.png,gaussian,4.0,3.0,3.0,True,True
2285.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2285.png,salt_pepper,3.0,3.0,4.0,True,True
2286.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2286.png,salt_pepper,3.0,3.0,3.0,True,False
2287.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2287.png,gaussian,4.0,2.0,4.0,True,True
2288.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2288.png,none,3.0,4.0,4.0,True,True
2289.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2289.png,none,3.0,4.0,3.0,True,False
2290.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2290.png,gaussian,4.0,3.0,4.0,True,False
2291.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2291.png,salt_pepper,4.0,3.0,4.0,False,True
2292.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2292.png,gaussian,4.0,3.0,3.0,True,False
2293.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2293.png,random,4.0,3.0,4.0,False,False
2294.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2294.png,random,4.0,4.0,2.0,False,True
2295.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2295.png,none,4.0,4.0,3.0,False,False
2296.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2296.png,salt_pepper,2.0,4.0,2.0,False,False
2297.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2297.png,gaussian,3.0,3.0,4.0,False,False
2298.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2298.png,none,3.0,3.0,4.0,False,True
2299.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2299.png,random,3.0,3.0,4.0,True,True
2300.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2300.png,gaussian,3.0,3.0,4.0,True,True
2301.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2301.png,none,3.0,4.0,3.0,True,True
2302.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2302.png,salt_pepper,4.0,3.0,3.0,True,False
2303.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2303.png,salt_pepper,3.0,4.0,4.0,False,True
2304.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2304.png,gaussian,3.0,4.0,3.0,False,False
2305.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2305.png,salt_pepper,4.0,4.0,3.0,False,False
2306.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2306.png,salt_pepper,2.0,4.0,4.0,True,False
2307.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2307.png,none,4.0,3.0,3.0,True,True
2308.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2308.png,random,3.0,3.0,3.0,False,True
2309.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2309.png,none,4.0,3.0,3.0,True,False
2310.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2310.png,none,3.0,3.0,3.0,False,False
2311.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2311.png,salt_pepper,4.0,4.0,4.0,False,True
2312.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2312.png,salt_pepper,4.0,4.0,2.0,True,False
2313.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2313.png,random,3.0,4.0,2.0,False,False
2314.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2314.png,random,4.0,4.0,4.0,False,True
2315.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2315.png,random,3.0,3.0,3.0,True,True
2316.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2316.png,gaussian,4.0,4.0,3.0,True,True
2317.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2317.png,random,3.0,3.0,3.0,False,False
2318.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2318.png,none,4.0,4.0,2.0,True,False
2319.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2319.png,gaussian,3.0,3.0,3.0,False,False
2320.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2320.png,gaussian,3.0,3.0,3.0,True,True
2321.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2321.png,none,3.0,3.0,3.0,False,False
2322.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2322.png,none,4.0,4.0,4.0,False,True
2323.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2323.png,random,3.0,3.0,3.0,False,True
2324.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2324.png,none,4.0,3.0,3.0,False,True
2325.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2325.png,none,4.0,4.0,3.0,True,False
2326.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2326.png,random,3.0,4.0,3.0,True,False
2327.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2327.png,none,3.0,3.0,3.0,False,True
2328.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2328.png,random,3.0,3.0,3.0,True,True
2329.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2329.png,none,3.0,3.0,4.0,True,True
2330.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2330.png,salt_pepper,4.0,4.0,4.0,False,True
2331.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2331.png,salt_pepper,3.0,3.0,2.0,False,True
2332.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2332.png,gaussian,3.0,3.0,3.0,False,False
2333.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2333.png,random,4.0,3.0,3.0,True,False
2334.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2334.png,gaussian,4.0,3.0,3.0,False,False
2335.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2335.png,salt_pepper,3.0,3.0,3.0,False,False
2336.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2336.png,random,3.0,4.0,4.0,True,True
2337.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2337.png,random,4.0,3.0,4.0,True,True
2338.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2338.png,none,4.0,3.0,4.0,True,False
2339.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2339.png,salt_pepper,3.0,3.0,4.0,False,True
2340.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2340.png,random,4.0,3.0,4.0,False,True
2341.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2341.png,salt_pepper,3.0,3.0,3.0,False,True
2342.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2342.png,none,4.0,3.0,3.0,False,True
2343.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2343.png,none,3.0,3.0,4.0,True,False
2344.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2344.png,gaussian,3.0,4.0,4.0,False,True
2345.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2345.png,none,4.0,3.0,2.0,True,True
2346.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2346.png,none,4.0,3.0,4.0,False,False
2347.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2347.png,gaussian,3.0,3.0,4.0,False,True
2348.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2348.png,gaussian,4.0,3.0,3.0,True,False
2349.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2349.png,gaussian,4.0,4.0,4.0,False,False
2350.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2350.png,salt_pepper,3.0,4.0,4.0,True,True
2351.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2351.png,random,4.0,4.0,3.0,True,True
2352.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2352.png,none,4.0,3.0,4.0,True,True
2353.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2353.png,salt_pepper,4.0,3.0,4.0,True,False
2354.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2354.png,none,4.0,3.0,4.0,False,False
2355.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2355.png,salt_pepper,3.0,3.0,3.0,True,False
2356.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2356.png,none,3.0,3.0,4.0,True,True
2357.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2357.png,salt_pepper,3.0,4.0,3.0,False,True
2358.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2358.png,none,4.0,3.0,4.0,True,False
2359.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2359.png,none,3.0,4.0,4.0,True,True
2360.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2360.png,random,4.0,4.0,4.0,True,True
2361.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2361.png,none,4.0,4.0,4.0,True,True
2362.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2362.png,salt_pepper,4.0,3.0,4.0,True,False
2363.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2363.png,salt_pepper,3.0,4.0,4.0,False,True
2364.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2364.png,gaussian,3.0,3.0,3.0,False,True
2365.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2365.png,random,4.0,4.0,4.0,False,True
2366.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2366.png,none,3.0,3.0,4.0,False,False
2367.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2367.png,random,3.0,4.0,3.0,True,False
2368.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2368.png,gaussian,3.0,3.0,3.0,True,False
2369.png,./data/constructed_datasets/copy_paste_random_pos/train/images/2369.png,salt_pepper,4.0,3.0,4.0,False,False
